Unnamed: 0;DATA INICIAL;DATA FINAL;REGIÃO;ESTADO;PRODUTO;NÚMERO DE POSTOS PESQUISADOS;UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA;PREÇO MÉDIO DISTRIBUIÇÃO;DESVIO PADRÃO DISTRIBUIÇÃO;PREÇO MÍNIMO DISTRIBUIÇÃO;PREÇO MÁXIMO DISTRIBUIÇÃO;COEF DE VARIAÇÃO DISTRIBUIÇÃO;MÊS;ANO
102016;2018-11-11;2018-11-17;SUDESTE;RIO DE JANEIRO;GNV;123;R$/m3;3.031;0.302;2.699;4.1;0.877;0.1;2.154;0.166;2.0307;2.855;0.077;11;2018
102017;2018-11-11;2018-11-17;NORDESTE;RIO GRANDE DO NORTE;GNV;7;R$/m3;3.393;0.085;3.279;3.56;-;0.025;-;-;-;-;-;11;2018
102018;2018-11-11;2018-11-17;SUL;RIO GRANDE DO SUL;GNV;18;R$/m3;3.123;0.085;2.989;3.369;1.011;0.027;2.112;0.293;1.644;2.4323;0.139;11;2018
102019;2018-11-11;2018-11-17;SUL;SANTA CATARINA;GNV;17;R$/m3;2.897;0.072;2.799;2.999;0.652;0.025;2.245;0;2.245;2.245;0;11;2018
102020;2018-11-11;2018-11-17;SUDESTE;SAO PAULO;GNV;52;R$/m3;2.308;0.337999999999999;1.989;3.359;0.641;0.146;1.667;0.262;1.64;2.2489;0.157;11;2018
102021;2018-11-11;2018-11-17;NORDESTE;SERGIPE;GNV;2;R$/m3;3.653;0.006;3.649;3.657;-;0.002;-;-;-;-;-;11;2018
102022;2018-11-18;2018-11-24;NORTE;ACRE;ETANOL HIDRATADO;15;R$/l;4.041;0.096;3.97;4.25;0.529;0.024;3.512;0.042;3.4123;3.5466;0.012;11;2018
102023;2018-11-18;2018-11-24;NORDESTE;ALAGOAS;ETANOL HIDRATADO;51;R$/l;3.375;0.182;3.199;3.778;0.417;0.054;2.958;0.237;2.2214;3.1445;0.08;11;2018
102024;2018-11-18;2018-11-24;NORTE;AMAPA;ETANOL HIDRATADO;1;R$/l;3.99;0.0;3.99;3.99;-;0.0;-;-;-;-;-;11;2018
102025;2018-11-18;2018-11-24;NORTE;AMAZONAS;ETANOL HIDRATADO;40;R$/l;3.632;0.077;3.55;3.99;0.307;0.021;3.325;0.063;3.1259;3.401;0.019;11;2018
102026;2018-11-18;2018-11-24;NORDESTE;BAHIA;ETANOL HIDRATADO;324;R$/l;3.303;0.239;2.95;3.999;0.505;0.072;2.798;0.1;2.57;3.3064;0.036;11;2018
102027;2018-11-18;2018-11-24;NORDESTE;CEARA;ETANOL HIDRATADO;193;R$/l;3.605;0.083;3.399;3.89;0.516;0.023;3.089;0.082;2.8975;3.2836;0.027;11;2018
102028;2018-11-18;2018-11-24;CENTRO OESTE;DISTRITO FEDERAL;ETANOL HIDRATADO;42;R$/l;3.353;0.093;3.15;3.5;0.337;0.0279999999999999;3.016;0.108;2.8417;3.1533;0.036;11;2018
102029;2018-11-18;2018-11-24;SUDESTE;ESPIRITO SANTO;ETANOL HIDRATADO;63;R$/l;3.638;0.19;3.29;4.29;0.341;0.052;3.297;0.057;3.2232;3.373;0.017;11;2018
102030;2018-11-18;2018-11-24;CENTRO OESTE;GOIAS;ETANOL HIDRATADO;233;R$/l;3.033;0.148;2.749;3.4;0.363;0.049;2.67;0.068;2.4383;2.7951;0.025;11;2018
102031;2018-11-18;2018-11-24;NORDESTE;MARANHAO;ETANOL HIDRATADO;40;R$/l;3.651;0.191;3.249;4.25;0.485;0.052;3.166;0.068;3.09;3.2275;0.021;11;2018
102032;2018-11-18;2018-11-24;CENTRO OESTE;MATO GROSSO;ETANOL HIDRATADO;159;R$/l;2.895;0.175;2.655;3.359;0.305;0.06;2.59;0.073;2.45;2.771;0.028;11;2018
102033;2018-11-18;2018-11-24;CENTRO OESTE;MATO GROSSO DO SUL;ETANOL HIDRATADO;86;R$/l;3.364;0.161;2.99;3.749;0.394;0.048;2.97;0.076;2.7565;3.0968;0.026;11;2018
102034;2018-11-18;2018-11-24;SUDESTE;MINAS GERAIS;ETANOL HIDRATADO;591;R$/l;3.066;0.149;2.64;3.787;0.394;0.049;2.672;0.136;2.3378;3.0529;0.051;11;2018
102035;2018-11-18;2018-11-24;NORTE;PARA;ETANOL HIDRATADO;41;R$/l;3.747;0.289;3.39;4.65;0.39;0.077;3.357;0.211;2.94;3.734;0.063;11;2018
102036;2018-11-18;2018-11-24;NORDESTE;PARAIBA;ETANOL HIDRATADO;61;R$/l;3.106;0.203;2.919;3.699;0.348;0.065;2.758;0.134;2.5912;3.1349;0.049;11;2018
102037;2018-11-18;2018-11-24;SUL;PARANA;ETANOL HIDRATADO;370;R$/l;2.951;0.141;2.55;3.45;0.381;0.048;2.57;0.138;2.2448;2.9741;0.054;11;2018
102038;2018-11-18;2018-11-24;NORDESTE;PERNAMBUCO;ETANOL HIDRATADO;169;R$/l;3.176;0.226;2.859;3.877;0.387;0.071;2.789;0.115;2.4646;3.0667;0.041;11;2018
102039;2018-11-18;2018-11-24;NORDESTE;PIAUI;ETANOL HIDRATADO;45;R$/l;3.359;0.143;3.199;3.84;0.4;0.043;2.959;0.032;2.9417;3.0076;0.011;11;2018
102040;2018-11-18;2018-11-24;SUDESTE;RIO DE JANEIRO;ETANOL HIDRATADO;407;R$/l;3.518;0.204;2.98;4.079;0.435;0.0579999999999999;3.083;0.207;2.57;3.6726;0.067;11;2018
102041;2018-11-18;2018-11-24;NORDESTE;RIO GRANDE DO NORTE;ETANOL HIDRATADO;56;R$/l;3.442;0.059;3.368;3.69;0.486;0.017;2.956;0.162;2.8967;3.1256;0.055;11;2018
102042;2018-11-18;2018-11-24;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;188;R$/l;4.049;0.186;3.55;4.599;0.44;0.046;3.609;0.182;3.1177;4.0491;0.05;11;2018
102043;2018-11-18;2018-11-24;NORTE;RONDONIA;ETANOL HIDRATADO;32;R$/l;3.943;0.273999999999999;3.599;4.5;0.342;0.069;3.601;0.098;3.5293;3.8;0.027;11;2018
102044;2018-11-18;2018-11-24;NORTE;RORAIMA;ETANOL HIDRATADO;4;R$/l;3.938;0.139;3.77;4.1;0.641;0.035;3.297;0.155;3.1015;3.4235;0.047;11;2018
102045;2018-11-18;2018-11-24;SUL;SANTA CATARINA;ETANOL HIDRATADO;159;R$/l;3.534;0.187;2.998;3.999;0.348;0.053;3.186;0.102;3;3.3273;0.032;11;2018
102046;2018-11-18;2018-11-24;SUDESTE;SAO PAULO;ETANOL HIDRATADO;1662;R$/l;2.732;0.147;2.35;3.699;0.364;0.054;2.368;0.098;1.9015;2.6934;0.041;11;2018
102047;2018-11-18;2018-11-24;NORDESTE;SERGIPE;ETANOL HIDRATADO;30;R$/l;3.417;0.103;3.26;3.599;0.648;0.03;2.769;0.122;2.657;2.9944;0.044;11;2018
102048;2018-11-18;2018-11-24;NORTE;TOCANTINS;ETANOL HIDRATADO;39;R$/l;3.814;0.156;3.49;4.359;0.484;0.0409999999999999;3.33;0.118;3.1769;3.5366;0.035;11;2018
102049;2018-11-18;2018-11-24;NORTE;ACRE;ÓLEO DIESEL;36;R$/l;4.659;0.146;4.37;4.87;0.69;0.031;3.969;0.173;3.498;4.0733;0.044;11;2018
102050;2018-11-18;2018-11-24;NORDESTE;ALAGOAS;ÓLEO DIESEL;38;R$/l;3.821;0.128;3.65;4.165;0.347;0.033;3.474;0.082;3.26;3.53;0.024;11;2018
102051;2018-11-18;2018-11-24;NORTE;AMAPA;ÓLEO DIESEL;20;R$/l;3.959;0.111;3.79;4.2;0.381;0.0279999999999999;3.578;0.058;3.5401;3.6634;0.016;11;2018
102052;2018-11-18;2018-11-24;NORTE;AMAZONAS;ÓLEO DIESEL;50;R$/l;3.78;0.155;3.65;4.456;0.353;0.0409999999999999;3.427;0.076;3.1768;3.5534;0.022;11;2018
102053;2018-11-18;2018-11-24;NORDESTE;BAHIA;ÓLEO DIESEL;214;R$/l;3.626;0.163999999999999;3.33;4.18;0.389;0.045;3.237;0.091;3.107;3.508;0.028;11;2018
102054;2018-11-18;2018-11-24;NORDESTE;CEARA;ÓLEO DIESEL;63;R$/l;3.844;0.092;3.629;4.14;0.358;0.024;3.486;0.029;3.4369;3.5388;0.008;11;2018
102055;2018-11-18;2018-11-24;CENTRO OESTE;DISTRITO FEDERAL;ÓLEO DIESEL;27;R$/l;3.811;0.136999999999999;3.49;4.099;0.416;0.036;3.395;0.101;3.2474;3.5736;0.03;11;2018
102056;2018-11-18;2018-11-24;SUDESTE;ESPIRITO SANTO;ÓLEO DIESEL;65;R$/l;3.599;0.128;3.29;3.94;0.409;0.036;3.19;0.073;3.08;3.3471;0.023;11;2018
102057;2018-11-18;2018-11-24;CENTRO OESTE;GOIAS;ÓLEO DIESEL;156;R$/l;3.718;0.135;3.439;4.05;0.36;0.036;3.358;0.082;3.205;3.44;0.024;11;2018
102058;2018-11-18;2018-11-24;NORDESTE;MARANHAO;ÓLEO DIESEL;56;R$/l;3.663;0.108;3.499;3.99;0.381;0.0289999999999999;3.282;0.078;3.175;3.3767;0.024;11;2018
102059;2018-11-18;2018-11-24;CENTRO OESTE;MATO GROSSO;ÓLEO DIESEL;89;R$/l;4.034;0.201999999999999;3.71;4.53;0.504;0.05;3.53;0.085;3.39;3.747;0.024;11;2018
102060;2018-11-18;2018-11-24;CENTRO OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL;60;R$/l;3.659;0.12;3.479;3.899;0.392;0.033;3.267;0.09;3.1;3.4501;0.028;11;2018
102061;2018-11-18;2018-11-24;SUDESTE;MINAS GERAIS;ÓLEO DIESEL;381;R$/l;3.693;0.138;3.41;4.289;0.373;0.037;3.32;0.097;3.143;3.613;0.029;11;2018
102062;2018-11-18;2018-11-24;NORTE;PARA;ÓLEO DIESEL;70;R$/l;3.955;0.188999999999999;3.53;4.31;0.534;0.048;3.421;0.104;3.2539;3.6396;0.03;11;2018
102063;2018-11-18;2018-11-24;NORDESTE;PARAIBA;ÓLEO DIESEL;21;R$/l;3.692;0.073;3.579;3.899;0.288;0.02;3.404;0.045;3.3019;3.4234;0.013;11;2018
102064;2018-11-18;2018-11-24;SUL;PARANA;ÓLEO DIESEL;228;R$/l;3.43;0.135;3.08;3.89;0.365;0.039;3.065;0.102;2.8807;3.3717;0.033;11;2018
102065;2018-11-18;2018-11-24;NORDESTE;PERNAMBUCO;ÓLEO DIESEL;10;R$/l;3.71;0.077;3.59;3.85;0.373;0.021;3.337;0.14;3.1497;3.5565;0.042;11;2018
102066;2018-11-18;2018-11-24;NORDESTE;PIAUI;ÓLEO DIESEL;36;R$/l;3.756;0.096;3.649;3.959;0.338;0.026;3.418;0.033;3.3912;3.4808;0.01;11;2018
102067;2018-11-18;2018-11-24;SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL;199;R$/l;3.645;0.153;3.249;3.949;0.461;0.042;3.184;0.108;2.917;3.4526;0.034;11;2018
102068;2018-11-18;2018-11-24;NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL;51;R$/l;3.75;0.07;3.61;3.94;0.265;0.019;3.485;0.033;3.3855;3.5269;0.009;11;2018
102069;2018-11-18;2018-11-24;SUL;RIO GRANDE DO SUL;ÓLEO DIESEL;209;R$/l;3.608;0.135;3.31;3.99;0.473;0.037;3.135;0.106;2.9659;3.3757;0.034;11;2018
102070;2018-11-18;2018-11-24;NORTE;RONDONIA;ÓLEO DIESEL;65;R$/l;3.904;0.081;3.699;4.05;0.477;0.021;3.427;0.101;3.2943;3.6065;0.029;11;2018
102071;2018-11-18;2018-11-24;NORTE;RORAIMA;ÓLEO DIESEL;11;R$/l;3.705;0.109;3.58;3.9;0.362;0.0289999999999999;3.343;0.089;3.19;3.4862;0.027;11;2018
102072;2018-11-18;2018-11-24;SUL;SANTA CATARINA;ÓLEO DIESEL;85;R$/l;3.533;0.124;3.299;3.799;0.365;0.035;3.168;0.136;2.96;3.394;0.043;11;2018
102073;2018-11-18;2018-11-24;SUDESTE;SAO PAULO;ÓLEO DIESEL;794;R$/l;3.534;0.146;3.179;4.199;0.398;0.0409999999999999;3.136;0.113;2.8666;3.57;0.036;11;2018
102074;2018-11-18;2018-11-24;NORDESTE;SERGIPE;ÓLEO DIESEL;16;R$/l;3.657;0.111999999999999;3.55;3.969;0.257;0.031;3.4;0.124;3.3116;3.4875;0.036;11;2018
102075;2018-11-18;2018-11-24;NORTE;TOCANTINS;ÓLEO DIESEL;33;R$/l;3.697;0.268999999999999;3.439;4.95;0.45;0.073;3.247;0.033;3.21;3.314;0.01;11;2018
102076;2018-11-18;2018-11-24;NORTE;ACRE;ÓLEO DIESEL S10;37;R$/l;4.52;0.161;4.38;5.09;0.701;0.036;3.819;0.222;3.3411;4.18;0.058;11;2018
102077;2018-11-18;2018-11-24;NORDESTE;ALAGOAS;ÓLEO DIESEL S10;41;R$/l;3.902;0.126;3.75;4.279;0.365;0.032;3.537;0.083;3.31;3.6406;0.023;11;2018
102078;2018-11-18;2018-11-24;NORTE;AMAPA;ÓLEO DIESEL S10;18;R$/l;4.56;0.103;4.349;4.69;0.561;0.023;3.999;0.089;3.9162;4.1202;0.022;11;2018
102079;2018-11-18;2018-11-24;NORTE;AMAZONAS;ÓLEO DIESEL S10;43;R$/l;3.877;0.193999999999999;3.75;4.5;0.393;0.05;3.484;0.142;3.07;3.81;0.041;11;2018
102080;2018-11-18;2018-11-24;NORDESTE;BAHIA;ÓLEO DIESEL S10;251;R$/l;3.7;0.183;3.43;4.41;0.412;0.049;3.288;0.096;3.16;3.6579;0.029;11;2018
102081;2018-11-18;2018-11-24;NORDESTE;CEARA;ÓLEO DIESEL S10;214;R$/l;3.886;0.081;3.699;4.19;0.342;0.021;3.544;0.049;3.4582;3.6494;0.014;11;2018
102082;2018-11-18;2018-11-24;CENTRO OESTE;DISTRITO FEDERAL;ÓLEO DIESEL S10;38;R$/l;3.914;0.139;3.54;4.209;0.45;0.036;3.464;0.078;3.3375;3.578;0.023;11;2018
102083;2018-11-18;2018-11-24;SUDESTE;ESPIRITO SANTO;ÓLEO DIESEL S10;93;R$/l;3.698;0.116999999999999;3.44;3.99;0.461;0.032;3.237;0.073;3.0663;3.4971;0.023;11;2018
102084;2018-11-18;2018-11-24;CENTRO OESTE;GOIAS;ÓLEO DIESEL S10;165;R$/l;3.847;0.115999999999999;3.559;4.13;0.396;0.03;3.451;0.081;3.27;3.5543;0.023;11;2018
102085;2018-11-18;2018-11-24;NORDESTE;MARANHAO;ÓLEO DIESEL S10;116;R$/l;3.749;0.105;3.499;4.1;0.372;0.0279999999999999;3.377;0.136;3.21;3.6303;0.04;11;2018
102086;2018-11-18;2018-11-24;CENTRO OESTE;MATO GROSSO;ÓLEO DIESEL S10;128;R$/l;4.088;0.215;3.699;4.66;0.459;0.053;3.629;0.105;3.4;3.8379;0.029;11;2018
102087;2018-11-18;2018-11-24;CENTRO OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL S10;65;R$/l;3.784;0.125;3.549;4.03;0.441;0.033;3.343;0.102;3.1305;3.4743;0.031;11;2018
102088;2018-11-18;2018-11-24;SUDESTE;MINAS GERAIS;ÓLEO DIESEL S10;447;R$/l;3.8;0.133;3.5;4.38;0.409;0.035;3.391;0.105;3.2;3.6135;0.031;11;2018
102089;2018-11-18;2018-11-24;NORTE;PARA;ÓLEO DIESEL S10;108;R$/l;3.925;0.213;3.409;4.349;0.43;0.054;3.495;0.103;3.2756;3.626;0.029;11;2018
102090;2018-11-18;2018-11-24;NORDESTE;PARAIBA;ÓLEO DIESEL S10;56;R$/l;3.737;0.0819999999999999;3.6;3.999;0.31;0.022;3.427;0.062;3.33;3.6039;0.018;11;2018
102091;2018-11-18;2018-11-24;SUL;PARANA;ÓLEO DIESEL S10;288;R$/l;3.522;0.138;3.14;3.99;0.406;0.039;3.116;0.102;2.925;3.34;0.033;11;2018
102092;2018-11-18;2018-11-24;NORDESTE;PERNAMBUCO;ÓLEO DIESEL S10;180;R$/l;3.658;0.099;3.488;3.899;0.403;0.027;3.255;0.112;3.13;3.6792;0.034;11;2018
102093;2018-11-18;2018-11-24;NORDESTE;PIAUI;ÓLEO DIESEL S10;63;R$/l;3.835;0.1;3.649;4.089;0.361;0.026;3.474;0.045;3.4342;3.5933;0.013;11;2018
102094;2018-11-18;2018-11-24;SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL S10;315;R$/l;3.767;0.16;3.349;4.469;0.483;0.042;3.284;0.116;3.01;3.7436;0.035;11;2018
102095;2018-11-18;2018-11-24;NORDESTE;RIO GRANDE DO NORTE;ÓLEO DIESEL S10;56;R$/l;3.91;0.065;3.699;4.09;0.341;0.017;3.569;0.028;3.4869;3.6017;0.008;11;2018
102096;2018-11-18;2018-11-24;SUL;RIO GRANDE DO SUL;ÓLEO DIESEL S10;280;R$/l;3.721;0.15;3.399;4.119;0.497;0.04;3.224;0.127;3.0287;3.556;0.039;11;2018
102097;2018-11-18;2018-11-24;NORTE;RONDONIA;ÓLEO DIESEL S10;63;R$/l;3.981;0.085;3.759;4.13;0.485;0.021;3.496;0.101;3.3538;3.6786;0.029;11;2018
102098;2018-11-18;2018-11-24;NORTE;RORAIMA;ÓLEO DIESEL S10;13;R$/l;3.772;0.108;3.63;3.95;0.413;0.0289999999999999;3.359;0.08;3.2334;3.454;0.024;11;2018
102099;2018-11-18;2018-11-24;SUL;SANTA CATARINA;ÓLEO DIESEL S10;199;R$/l;3.637;0.144;3.309;4.259;0.389;0.04;3.248;0.138;3.011;3.5397;0.042;11;2018
102100;2018-11-18;2018-11-24;SUDESTE;SAO PAULO;ÓLEO DIESEL S10;1271;R$/l;3.655;0.154;3.259;4.386;0.417;0.042;3.238;0.121;2.98;3.6445;0.037;11;2018
102101;2018-11-18;2018-11-24;NORDESTE;SERGIPE;ÓLEO DIESEL S10;37;R$/l;3.795;0.15;3.5;3.999;0.407;0.04;3.388;0.024;3.3451;3.4318;0.007;11;2018
102102;2018-11-18;2018-11-24;NORTE;TOCANTINS;ÓLEO DIESEL S10;43;R$/l;3.753;0.248;3.499;5.07;0.448;0.066;3.305;0.049;3.235;3.4437;0.015;11;2018
102103;2018-11-18;2018-11-24;NORTE;ACRE;GASOLINA COMUM;39;R$/l;5.079;0.301;4.84;5.75;0.776;0.059;4.303;0.157;4.037;4.6338;0.036;11;2018
102104;2018-11-18;2018-11-24;NORDESTE;ALAGOAS;GASOLINA COMUM;56;R$/l;4.773;0.124;4.599;5.198;0.688;0.026;4.085;0.072;3.9167;4.2502;0.018;11;2018
102105;2018-11-18;2018-11-24;NORTE;AMAPA;GASOLINA COMUM;29;R$/l;4.074;0.143;3.86;4.57;0.23;0.035;3.844;0.084;3.7301;3.98;0.022;11;2018
102106;2018-11-18;2018-11-24;NORTE;AMAZONAS;GASOLINA COMUM;70;R$/l;4.861;0.205;4.65;5.5;0.877;0.042;3.984;0.169;3.6;4.41;0.042;11;2018
102107;2018-11-18;2018-11-24;NORDESTE;BAHIA;GASOLINA COMUM;331;R$/l;4.665;0.187;4.299;5.18;0.756;0.04;3.909;0.106;3.732;4.2066;0.027;11;2018
102108;2018-11-18;2018-11-24;NORDESTE;CEARA;GASOLINA COMUM;220;R$/l;4.629;0.089;4.53;4.94;0.571;0.019;4.058;0.08;3.9479;4.2389;0.02;11;2018
102109;2018-11-18;2018-11-24;CENTRO OESTE;DISTRITO FEDERAL;GASOLINA COMUM;46;R$/l;4.518;0.144;4.329;4.989;0.447;0.032;4.071;0.127;3.876;4.4739;0.031;11;2018
102110;2018-11-18;2018-11-24;SUDESTE;ESPIRITO SANTO;GASOLINA COMUM;116;R$/l;4.591;0.15;4.09;4.98;0.572;0.033;4.019;0.075;3.87;4.2282;0.019;11;2018
102111;2018-11-18;2018-11-24;CENTRO OESTE;GOIAS;GASOLINA COMUM;230;R$/l;4.682;0.166;4.29;5.19;0.58;0.035;4.102;0.076;3.925;4.2066;0.019;11;2018
102112;2018-11-18;2018-11-24;NORDESTE;MARANHAO;GASOLINA COMUM;123;R$/l;4.44;0.171;4.25;4.899;0.59;0.039;3.85;0.098;3.69;4.0806;0.025;11;2018
102113;2018-11-18;2018-11-24;CENTRO OESTE;MATO GROSSO;GASOLINA COMUM;158;R$/l;4.78;0.127;4.369;5.15;0.749;0.027;4.031;0.097;3.82;4.209;0.024;11;2018
102114;2018-11-18;2018-11-24;CENTRO OESTE;MATO GROSSO DO SUL;GASOLINA COMUM;87;R$/l;4.277;0.178;4.129;4.81;0.483;0.042;3.794;0.071;3.7;4.052;0.019;11;2018
102115;2018-11-18;2018-11-24;SUDESTE;MINAS GERAIS;GASOLINA COMUM;588;R$/l;4.809;0.142;4.468;5.57;0.565;0.03;4.244;0.108;4.0379;4.7311;0.025;11;2018
102116;2018-11-18;2018-11-24;NORTE;PARA;GASOLINA COMUM;117;R$/l;4.663;0.248;4.269;5.389;0.639;0.053;4.024;0.091;3.8936;4.275;0.023;11;2018
102117;2018-11-18;2018-11-24;NORDESTE;PARAIBA;GASOLINA COMUM;63;R$/l;4.506;0.138;4.359;4.87;0.525;0.031;3.981;0.14;3.825;4.2659;0.035;11;2018
102118;2018-11-18;2018-11-24;SUL;PARANA;GASOLINA COMUM;366;R$/l;4.344;0.196;3.95;4.89;0.53;0.045;3.814;0.12;3.64;4.3378;0.031;11;2018
102119;2018-11-18;2018-11-24;NORDESTE;PERNAMBUCO;GASOLINA COMUM;191;R$/l;4.445;0.208;4.089;4.949;0.53;0.047;3.915;0.111;3.7217;4.389;0.028;11;2018
102120;2018-11-18;2018-11-24;NORDESTE;PIAUI;GASOLINA COMUM;64;R$/l;4.627;0.156;4.49;4.989;0.535;0.034;4.092;0.029;4.026;4.1358;0.007;11;2018
102121;2018-11-18;2018-11-24;SUDESTE;RIO DE JANEIRO;GASOLINA COMUM;415;R$/l;4.978;0.165;4.69;5.79;0.589;0.033;4.389;0.115;4.119;4.778;0.026;11;2018
102122;2018-11-18;2018-11-24;NORDESTE;RIO GRANDE DO NORTE;GASOLINA COMUM;62;R$/l;4.531;0.052;4.464;4.63;0.541;0.011;3.99;0.063;3.8957;4.1759;0.016;11;2018
102123;2018-11-18;2018-11-24;SUL;RIO GRANDE DO SUL;GASOLINA COMUM;361;R$/l;4.743;0.178;4.359;5.49;0.579;0.038;4.164;0.114;3.93;4.4576;0.027;11;2018
102124;2018-11-18;2018-11-24;NORTE;RONDONIA;GASOLINA COMUM;72;R$/l;4.614;0.192;4.23;5.01;0.633;0.042;3.981;0.118;3.7363;4.2256;0.03;11;2018
102125;2018-11-18;2018-11-24;NORTE;RORAIMA;GASOLINA COMUM;13;R$/l;4.338;0.031;4.3;4.4;0.642;0.0069999999999999;3.696;0.066;3.6132;3.8051;0.018;11;2018
102126;2018-11-18;2018-11-24;SUL;SANTA CATARINA;GASOLINA COMUM;252;R$/l;4.258;0.153;3.949;4.65;0.451;0.036;3.807;0.144;3.55;4.3985;0.038;11;2018
102127;2018-11-18;2018-11-24;SUDESTE;SAO PAULO;GASOLINA COMUM;1641;R$/l;4.332;0.195;3.879;5.299;0.585;0.045;3.747;0.113;3.46;4.2552;0.03;11;2018
102128;2018-11-18;2018-11-24;NORDESTE;SERGIPE;GASOLINA COMUM;39;R$/l;4.682;0.166999999999999;4.34;4.99;0.574;0.036;4.108;0.041;3.9792;4.1637;0.01;11;2018
102129;2018-11-18;2018-11-24;NORTE;TOCANTINS;GASOLINA COMUM;45;R$/l;4.83;0.268;4.29;6.29;0.737;0.055;4.093;0.045;4.04;4.221;0.011;11;2018
102130;2018-11-18;2018-11-24;NORTE;ACRE;GLP;27;R$/13Kg;79.904;3.674;73.0;85.0;12.143;0.046;67.761;1.873;64.7;71.1;0.028;11;2018
102131;2018-11-18;2018-11-24;NORDESTE;ALAGOAS;GLP;26;R$/13Kg;66.517;3.088;60.0;70.0;18.047;0.046;48.47;3.95;45.14;55.9;0.081;11;2018
102132;2018-11-18;2018-11-24;NORTE;AMAPA;GLP;14;R$/13Kg;78.317;4.173;69.0;82.0;26.772;0.053;51.545;8.846;49.65;62.16;0.172;11;2018
102133;2018-11-18;2018-11-24;NORTE;AMAZONAS;GLP;56;R$/13Kg;72.022;6.717;66.0;90.0;10.578;0.093;61.444;2.154;58.05;64.05;0.035;11;2018
102134;2018-11-18;2018-11-24;NORDESTE;BAHIA;GLP;199;R$/13Kg;63.011;5.187;50.0;82.0;15.658;0.0819999999999999;47.353;4.155;39.44;66;0.088;11;2018
102135;2018-11-18;2018-11-24;NORDESTE;CEARA;GLP;131;R$/13Kg;73.869;4.722;65.0;80.0;18.146;0.064;55.723;2.018;50;58;0.036;11;2018
102136;2018-11-18;2018-11-24;CENTRO OESTE;DISTRITO FEDERAL;GLP;42;R$/13Kg;73.095;4.933;65.0;95.0;18.999;0.067;54.096;4.861;48;60.75;0.09;11;2018
102137;2018-11-18;2018-11-24;SUDESTE;ESPIRITO SANTO;GLP;113;R$/13Kg;63.633;3.335;56.0;75.0;15.918;0.052;47.715;1.528;43.92;55;0.032;11;2018
102138;2018-11-18;2018-11-24;CENTRO OESTE;GOIAS;GLP;209;R$/13Kg;72.719;4.412;55.0;84.0;16.107;0.061;56.612;4.348;46.63;62.93;0.077;11;2018
102139;2018-11-18;2018-11-24;NORDESTE;MARANHAO;GLP;70;R$/13Kg;64.669;9.976;54.99;90.0;10.357;0.154;54.312;8.824;47;75.19;0.162;11;2018
102140;2018-11-18;2018-11-24;CENTRO OESTE;MATO GROSSO;GLP;95;R$/13Kg;99.1;7.285;75.0;120.0;23.525;0.074;75.575;7.946;59;86;0.105;11;2018
102141;2018-11-18;2018-11-24;CENTRO OESTE;MATO GROSSO DO SUL;GLP;114;R$/13Kg;72.648;8.712;54.0;90.0;20.211;0.12;52.437;4.507;47.501;67;0.086;11;2018
102142;2018-11-18;2018-11-24;SUDESTE;MINAS GERAIS;GLP;509;R$/13Kg;71.252;5.241;57.0;92.0;17.366;0.074;53.886;4.828;45;69.42;0.09;11;2018
102143;2018-11-18;2018-11-24;NORTE;PARA;GLP;156;R$/13Kg;76.315;10.43;64.0;100.0;13.21;0.136999999999999;63.105;6.695;53.4;76.62;0.106;11;2018
102144;2018-11-18;2018-11-24;NORDESTE;PARAIBA;GLP;56;R$/13Kg;67.253;2.926;60.0;75.0;12.846;0.044;54.407;4.213;45;59.72;0.077;11;2018
102145;2018-11-18;2018-11-24;SUL;PARANA;GLP;401;R$/13Kg;69.967;6.588;55.0;88.0;18.022;0.094;51.945;5.237;42.79;66.1;0.101;11;2018
102146;2018-11-18;2018-11-24;NORDESTE;PERNAMBUCO;GLP;165;R$/13Kg;65.989;3.332;53.0;80.0;13.418;0.05;52.571;4.553;32;60;0.087;11;2018
102147;2018-11-18;2018-11-24;NORDESTE;PIAUI;GLP;35;R$/13Kg;67.567;7.137;60.0;85.0;16.333;0.106;51.234;2.018;47.26;52.3;0.039;11;2018
102148;2018-11-18;2018-11-24;SUDESTE;RIO DE JANEIRO;GLP;222;R$/13Kg;64.852;6.057;54.99;80.0;15.61;0.093;49.242;4.3;40.499;58.56;0.087;11;2018
102149;2018-11-18;2018-11-24;NORDESTE;RIO GRANDE DO NORTE;GLP;43;R$/13Kg;66.971;2.045;60.0;70.0;16.892;0.031;50.079;4.689;45.38;56.9;0.094;11;2018
102150;2018-11-18;2018-11-24;SUL;RIO GRANDE DO SUL;GLP;377;R$/13Kg;69.576;5.753;53.0;88.0;19.244;0.083;50.332;6.525;40.78;72;0.13;11;2018
